전통주명,도수,규격,주원료,제조사,가격,주종,판매 url,정보,맛,안주,,,,
제주감귤주 귤로만,7,750ml,감귤원액(제주),제주와이너리,,리큐르,smartstore.naver.com/jejuwinery,"감귤로 착색, 착향시켜 만든 과실주가 아닌 오로지 감귤만을 이용하여 술을 빚은 과실주로 ‘귤로만’이란 이름을 붙였다. 자연이 준 제주의 맑은 공기와 기름진 토양에서 자란 제주산 감귤만을 100% 사용하여 청정 제주의 물로 발효시킨 탁주이다. 순수100% 제주도산 감귤과즙으로만 발효하여 감귤의 비타민A, 비타민C, 구연산, 칼슘, 칼륨 등이 풍부하며 껍질까지 통째로 갈아 탁주효모로 발효시켜 새콤달콤하면서 쌉싸름한 맛을 낸다.",,육류:삼겹살,,,,
매실탁테일,7,375ml,"국내산 백미, 매실천연과즙",배혜정도가,,리큐르,http://www.baedoga.co.kr/,"탁주(막걸리)와 과실을 이용한 칵테일,제품명 탁테일은 2011년 식품 트렌드에 맞춰 소재(매실)와 색상(초록색)을 중심으로 한 제품의 하나이다. 매실을 전분질 원료대비 20%이상 넣어 본연의 특성을 살린 천연과실탁주이며, 배혜정도가 제품특유의 깔끔한 목 넘김에 과실본연의 풍미를 끌어올려 눈과 코, 입이 모두 즐거운 제품이다.",,해산물:연어 샐러드,,,,
매화마름 호랑이 막걸리,7,375ml,쌀,배혜정도가,,탁주,http://www.baedoga.co.kr/,매화마름 호랑이 막걸리는 선조부터 물려받은 누룩과 양조기술로 빚은 발효과학이 많이 집약 되어 있는 프리미엄 막걸리다. 사용 된 누룩은 독자적으로 개발한 액상 누룩이며 제조방법 특허 보유 중인 배혜정도가 기술력의 상징이다. 호랑이 막걸리는 멸종위기식물 매화마름을 보존하는 한국내셔널트러스트의 매화마름쌀로 빚었다. 이 쌀은 논으로는 세계 최초로 람사르습지로 등록 된 강화 매화마름 군락지에 서식하는 논에서 수확한 유기농 쌀이다.,,전/무침:파전,,,,
왕피천을 품은 미소생막걸리,7,750ml,"쌀, 누룩, 정제수",울진술도가,"￦1,200(가격은 판매처 별로 상이할 수 있습니다.)",탁주,http://www.uljinsuldoga.com,경상북도 울진군에서 생산되는 막걸리이며 할아버지에서 손자에 이르기까지 3대에 걸쳐 약 90여년이라는 시간을 통해 그 내력을 이어오고 있는 제품이다. 자연환경생태보존지역인 울진의 깨끗한 자연환경에서 선물 받은 맑고 깨끗한 지하 암반수와 엄선된 원료 그리고 현대적인 위생시설에서 정성을 더하여 만들고 있다. 다른 막걸리 제품과는 달리 막걸리 본연의 맛을 유지하기 위해 알코올 도수 7%를 유지하고 있으며 천연탄산의 청량감과 새콤달콤한 맛의 특징을 가지고 있다.,"단맛:3, 신맛:3, 청량감:3, 바디감:2","해산물:대게, 홍게찜",,,,
미소 생막걸리,7,750ml,"쌀(국내산), 누룩, 정제수",울진술도가,"￦1,500(가격은 판매처 별로 상이할 수 있습니다.)",탁주,http://www.uljinsuldoga.com,경상북도 울진군에서 생산되는 막걸리이며 할아버지에서 손자에 이르기까지 3대에 걸쳐 약 90여년이라는 시간을 통해 그 내력을 이어오고 있는 제품이다. 자연환경생태보존지역인 울진의 깨끗한 자연환경에서 선물 받은 맑고 깨끗한 지하 암반수와 엄선된 원료 그리고 현대적인 위생시설에서 정성을 더하여 만들고 있다. 다른 막걸리 제품과는 달리 막걸리 본연의 맛을 유지하기 위해 알코올 도수 7%를 유지하고 있으며 천연탄산의 청량감과 새콤달콤한 맛의 특징을 가지고 있다.,"단맛:3, 신맛:3, 청량감:3, 바디감:2","해산물:대게, 홍게찜",,,,
2017년 햅쌀로 빚은 첫술,7,750ml,국내산 햅쌀,국순당,,탁주,http://drink.ksdb.co.kr/,"2017년 햅쌀로 빚은 첫술은 매년 가을철, 그 해 수확한 햅쌀로 빚은 프리미엄 생 막걸리로 계절 한정 상품으로 선보인다. 올해 수확한 경북 안동 햅쌀을 원료로 빚어, 생 막걸리 특유의 탄산감이 살아있으면서도 부드럽고 신선한 쌀의 향과 맛을 느낄 수 있다.",,,,,,
하얀연꽃 백련생막걸리,7,"375ml, 750ml","국내산 백미, 국내산 백련잎",신평양조장,,탁주,http://www.koreansul.co.kr, 신평양조장은 막걸리를 옛날의 술로 머물게 하지 않고 오늘날 우리 삶 속에서 같이 호흡할 수 있도록 막걸리의 모던 프리미엄주의를 지향한다. 간척지 토양에서 해안해풍을 맞고 자란 충남당진 쌀을 주 원료로 하며 깔끔한 맛을 내기위해 백련잎을 첨가했다. 80년이상 된 숨 쉬는 재래식항아리에서 철저한 온도관리에 의해 발효하여 소량 한정 생산되는 수제프리미엄막걸리로 깊은 맛과 은은한 탄산의 조화가 일품이며 안개와 같이 은은하면서도 신비로운 맛이 특징이다.,,육류:스테이크,,,,
하얀연꽃 백련막걸리,7,375ml,국내산 쌀,신평양조장,,탁주,http://www.koreansul.co.kr,신평양조장은 막걸리를 옛날의 술로 머물게 하지 않고 오늘날 우리삶속에서 같이 호흡할 수 있도록 막걸리의 모던프리미엄주의를 지향한다. 하얀연꽃 백련막걸리는 전통적으로 사찰에서 전수되어온 백련곡차의 현대적 복원으로 당진 해나루쌀을 사용하여 술의 빛깔이 밝고 부드러우며 백련잎을 발효과정에 첨가하여 맛이 은은하고 부드러운 것이 특징이다.,,육류:스테이크,,,,
미몽 (단종),7,360ml,"국내산 쌀, 국내산 인삼",국순당,,,,,,,,,,
입장탁주,7,750ml,국내산 쌀,(농) 입장주조㈜,"￦1,200(가격은 판매처 별로 상이할 수 있습니다.)",생탁주,https://yeonmiju.modoo.at/,입장탁주'는 생쌀을 그대로 발효하여 술을 빚는 무증자 발효방식으로 가열시 사라질 수 있는 발효 영양소를 살려 목넘김이 부드럽다는 평가를 받고 있는 제품이다. 생쌀발효로 고두밥 발효보다는 천천히 발효되는 관계로 양조장 출하날짜로부터 냉장에서 7일 정도 숙성된 막걸리의 맛을 추천하고 있다. 수 차례 전통주 관련 품평회에서 수상한 제품으로 천안지역 막걸리를 대표하고 있다.,"단맛:2, 신맛:2, 청량감:2, 바디감:2",탕/전골:버섯 전골,,,,
대포막걸리,7,425ml,국내산 쌀,배상면주가,,,,,,,,,,
빙탄복,7,370ml,복분자,배상면주가,,,,,,,,,,
스파클링와인,7.2,750ml,사과,고도리 와이너리,,,,,,,,,,
우렁이쌀 손막걸리 DRY,7.5,500ml,"정제수, 찹쌀(국내산), 쌀(국내산), 효모, 종국",양촌양조,,,,,,,,,,
우렁이쌀 손 막걸리,7.5,750ml,국내산 쌀,양촌양조,"￦39,000원 1박스 15개입 (가격은 판매처 별로 상이할 수 있습니다.)",탁주,http://yangchon.modoo.at/,양촌 우렁이쌀 손 막걸리는 우렁이 농법으로 100% 무농약 재배한 논산 햅쌀로 빚은 수제 막걸리다. 기존 생 막걸리 3배 이상 긴 시간 동안의 저온숙성 단계를 지나서야 비로소 소비자와 교감할 수 있는 깨끗함과 깊은 맛을 낸다. 부드러운 목 넘김이 특징인 7.5도의 우렁이 쌀 막걸리는 양촌양조 프리미엄 탁주의 대표주자이다.,"단맛:2, 신맛:3, 청량감:2, 바디감:1",,,,,
쿨샷 7.5,7.5,300ml,"복분자과실, 주정, 효모, 구연산, 정제수",고창선운산,￦60000(300ml*20병)(가격은 판매처 별로 상이할 수 있습니다.),과실주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100168768,(농)고창선운산에서 생산하는 '쿨샷7.5'는 고창군 심원면 황토 지역에서 서해안 해풍(海風)을 맞고 자란 복분자 중 당도와 과육이 뛰어난 1등급 수확 분으로 빚어 단맛과 신맛이 조화를 이루어 복분자 고유의 맛과 향이 뛰어나다. 쿨샷7.5 한 병에는 55알의 햇복분자에서 착즙한 과즙이 들어있어 천연과즙음료를 마시는 것처럼 복분자주를 가볍게 즐길 수 있게 만든 제품이다.,"단맛:3, 신맛:1, 청량감:2, 바디감:2",디저트:케익,,,,
레돔 내추럴 스파클링 로제와인,7.5,750ml,포도,작은알자스,"￦38,000 (가격은 판매처 별로 상이할 수 있습니다)",과실주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100308760,"레돔 내추럴 스파클링 로제와인'은 프랑스 농부가 한국 포도로 만든 와인이다. 내추럴 로제, 말 그대로 가벼운 분홍빛 와인이다. 여기에 천연 발효된 버블이 들어간 것이 스파클링한 맛을 전해준다. 레드와인의 묵직함과는 달리 알코올 도수가 7.5%로 비교적 낮아 신선하고 심플한 맛이 나서 가볍게 마실 수 있는 제품이다. 프랑스 농가의 전통발효기법으로 만들고 여타의 식품 첨가물을 넣지 않은 자연주의 와인이다.","단맛:3, 신맛:3, 청량감:4, 바디감:2",없음,,,,
기다림 25,8,750ml,"국내산 백미, 국내산 찹쌀, 곡자, 정제수",제이케이크래프트,"￦9,900 (가격은 판매처 별로 상이할 수 있습니다)",탁주,http://www.gidarim.co.kr/,"기다림 25'는 술을 빚는데 큰 역할을 하는 효모가 좋아하는 온도 25도에서 100일간 발효시킨 술로써 술을 빚는 인간과 자연의 미생물의 조화로 만들어진다.누룩을 빚기 위해 100일, 발효숙성을 위해 100일을 기다려 1일 200병만 한정 수량 생산하는 프리미엄 막걸리이다. 백미, 찹쌀, 곡자(밀누룩), 정제수 이외에 어떠한 인공첨가물이 추가되지 않고 빚어낸다. 부산의 시화 '동백꽃'을 모티브로 하고 동백꽃의 꽃말이기도한 '기다림'을 브랜드로 하였다.","단맛:2, 신맛:4, 청량감:2, 바디감:2",전/무침:매운 잡채,,,,
황감찰,8,750ml,"국내산 쌀, 찹쌀, 누룩, 효모, 정제수",운곡도가,,탁주,https://www.instagram.com/ungokdoga/,"울산의 지역 햇찹쌀, 햅쌀과 전통방식 누룩을 사용해 깔끔한 맛이 특징이다. 막걸리가 가지고 있는 진한맛을 극대화 하기 위해 100일 이상 장기 숙성한다. 높은 감칠맛과 깔끔하게 떨어지는 맛이 특징이며 균형있고 깔끔한 맛을 자랑한다.",,,전/무침: 오징어 무침,,,
걍즐겨,8,600ml,"멥쌀,찹쌀,누룩,프렌치세종,석류,히비스커스",디오케이브루어리,"￦6,000 (가격은 판매처 별로 상이할 수 있습니다)",탁주,https://www.instagram.com/dokbrewery/,걍즐겨'는 맥주효모인 프렌치세종효모로 만든 세종스타일 막걸리로 석류와 히비스커스를 더해 기존의 막걸리의 산미와 달리 과실의 상큼한 산미가 돋보이는 신개념 막걸리다. 우선 색깔부터 장밋빛 로제인데 신맛과 베리향이 이색적이고 잔잔한 누룩향이나 내추럴 와인과 같은 향을 느낄 수 있다. 이양주로 빚고 발효할 때 석류즙과 히비스커스를 더하여 술에 부족한 산미와 과실향을 높인 람빅스타일의 술을 시도한 제품이다.,"단맛:3, 신맛:4, 청량감:3, 바디감:3",없음,,,,
연천 아주,8,750ml,"쌀(국내산), 누룩, 정제수",농업회사법인 연천양조㈜,"￦6,000 (가격은 판매처 별로 상이할 수 있습니다)",탁주,https://smartstore.naver.com/ycbrewery/products/4838366418,경기도 최북단 DMZ의 민통선에 위치한 연천양조장에서 연천 고래실논에서 재배되는 연천쌀과 누룩으로 빚은 쌀막걸리 ‘연천아주’는 어머니와 할머니가 옛날방식으로 빚은 '나의 술'이라는 이름을 지었다. 워낙에는 '돈 받고 팔려는 술'이 아니라 '내가 만들어서 마시는 술'이라는 뜻도 담겨 있다. 그 만큼 자기 자신이 고개 끄덕일 수 있는 술을 만들겠다는 양조자의 열심과 고집이 느껴지는 술이다. 연천 아주는 알코올도수 8%의 달지 않고 신맛과 쌉싸름한 쓴맛이 잘 어우러져 있다.,"단맛:2, 신맛:4, 청량감:3, 바디감:3",해산물:매운탕,,,,
술아 핸드메이드 막걸리,8,450ml,"국내산 찹쌀, 누룩, 정제수",술아원,￦21000(450ml*3병)(가격은 판매처 별로 상이할 수 있습니다.),탁주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100076879,"'술아 막걸리'는 오래전 집집마다 가양주 형태로 어머니들이 빚었던 전통방식 그대로 쌀과, 누룩, 물로만 만든 인공첨가물이 전혀 없는 순수한 막걸리이다. 땅과 물이 좋기로 유명하여 임금님에게 진상하던 쌀로 유명한 여주의 최고급 햇찹쌀만을 사용하여 만든 프리미엄 막걸리이다. 첨가물을 넣지 않고 알코올 도수를 높여 쌀과 누룩의 깊은 향을 느낄 수 있으며 살균하지 않은 생막걸리이므로 날짜가 지날 수록 맛이 다양해진다.","단맛:3, 신맛:4, 청량감:3, 바디감:4",디저트:샐러드,,,,
동정춘,8,500ml,"쌀, 누룩, 정제수",농업회사법인㈜산수,￦18000(가격은 판매처 별로 상이할 수 있습니다.),탁주,,"동정춘'은 옛 문헌에서 명주로 불린 술로 술을 빚을 때 거의 물이 들어가지 않아 술을 빚기가 여간 어려운 술이다. 발효과정에서 얻어지는 술의 양이 매우 적어서 그 만큼 값비싼 술이다. 동정춘에 대한 기록은 《조선무쌍신식요리제법, 1924》과 《임원십육지, 1827년경》에서 찾을 수 있다. 인공첨가물이 들어가지 않은 자연 발효에 의한 향과 맛이 아주 좋아 고급방향주로 취급되는 술이다.","단맛:4, 신맛:3, 청량감:2, 바디감:3",육류:갈비찜,,,,
술헤는밤,8,750ml,"쌀(국내산), 누룩(국내산)",두루전통양조,￦5900 (가격은 판매처 별로 상이할 수 있습니다),탁주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100441845,"'술헤는밤'은 쌀과 누룩만으로 빚어낸 수제 막걸리이다. 인공감미료을 첨가하지 않고 국내산 쌀과 전통누룩, 그리고 강원도 홍천의 청정한 물만으로 만들어진 제품으로 윤동주 시인의 별 헤는 밤처럼 추억과 사랑을 술 잔에 담아내고자 하는 마음으로 술을 빚었다. 알코 냄새가 거의 없이 부드럽고 고소한 맛이 특징이다.","단맛:2, 신맛:4, 청량감:2, 바디감:3",전/무침:산나물 무침,,,,
시향가,8,500ml,"물, 쌀(국내산), 건조토란(국내산), 국, 젖산, 효모, 밀",농업회사법인 시향가(주),,탁주,https://www.sihyangga.com,100% 크래프트 막걸리이다. 친환경 쌀을 바탕으로 곡성 토란을 담아 전통 방식 그대로 막걸리를 빚었다. 인공감미료를 넣지 않아 텁텁함이 느껴지지 않는다. 천연 탄산의 청량감과 시원함이 느껴지고 부드러운 목넘김과 깔끔한 맛을 가지고 있다.,,전/무침:김치전,,,,
설하담,8,950ml / 475ml,"국내산 멥쌀 100%, 개량 누룩, 정제수, 이산화탄소",리큐랩주식회사,￦7400(950ml)                                         ￦3900(475ml)(가격은 판매처 별로 상이할 수 있습니다),,,,,,,,,
편백숲 산소막걸리 순수령 8%,8,750ml,"찹쌀, 맵쌀, 누룩",청산녹수,,탁주,https://smartstore.naver.com/sulhadam,부산쌀 100%로 인공첨가물이 들어가지 않은 순수한 막걸리 '설하담'은 부산에 위치한 설하담 브루어리에서 생산하고 있는 알코올 도수 8%의 프리미엄 생막걸리이다. 젊은 여성층을 타켓으로 깔끔하고 달콤한 맛이 특징이며 탄산을 함유하여 스파클링한 느낌이 경쾌하다. 싱그러운 맛을 위해 오랜 시간 침전물을 걸러내고 부산쌀의 100% 사용하고 함유량도 34%로 높인 스페셜한 막걸리이다.,"단맛:3, 신맛:1, 청량감:4, 바디감:2",육류:양념된 돼지고기,,,,
